,Clave,Descripción,Existencia,Unidad
1226,CO-AHSAGA-3,Juego de Sartenes Alfa Guinda 3pzas,0.0,JGO
1227,CO-AHSAN-3,Juego de Sartenes Alfa Negro 3pzas,0.0,JGO
1228,CO-AHSAR-3,Juego de Sartenes Alfa Rojo 3pzas,0.0,JGO
1229,CO-AHSARN-3,Juego de Sartenes Alfa Rosa/Cafe 3pzas,0.0,JGO
1230,CO-AHSCAA-3,Jgo de Sartenes y Crepera Alfa Azul 3pz,0.0,JGO
1231,CO-AHSCAN-3,Jgo de Sartenes y Crepera Alfa Negro 3pz,0.0,JGO
1232,CO-AHSPAA-3,Jgo de Sartenes y Plancha Alfa Azul 3pzs,0.0,JGO
1233,CO-AI20632,Bateria de Cocina Verde 7pzas Alpine,14.0,JGO
1234,CO-AIKCW10,Batería de Cocina Alpine Cuisine 10pzas,0.0,JGO
1235,CO-AIKCW10R,Batería de Cocina Alpine Cuisine 10pzas,0.0,JGO
1236,CO-AIKCW5,Batería de Cocina Iris 4pzas,5.0,JGO
1237,CO-B320024D,Juego de Cubiertos Maya 24pzas,0.0,JGO
1238,CO-BAT106,Batería de Cocina Kokken Venecia 10pzas,3.0,JGO
1239,CO-BAT106RS,Batería de Cocina Venecia Rosa 10pzas,3.0,JGO
1240,CO-CDMA,Comal de Cocina Antiadherente 48x29cm,0.0,PIEZA
1241,CO-CDMN,Comal de Cocina Antiadherente 48x29cm,1.0,PIEZA
1242,CO-CMD28A,Comal Cuadrado Antiadherente 28cm,0.0,PIEZA
1243,CO-ESMC-3,Sartenes Esmeralda Jade 3pzas,4.0,JGO
1244,CO-EXLIMCR,Exprimidor de Limones Profesional,29.0,PIEZA
1245,CO-EXNARA-MIL3,Exprimidor de Naranjas Azul 10cm #3,20.0,PIEZA
1246,CO-EXNARA-MIL4,Exprimidor de Naranjas Azul 13cm #4,0.0,PIEZA
1247,CO-EXNARAO-MIL3,Exprimidor de Naranjas Azul Oscuro 10cm,0.0,PIEZA
1248,CO-EXNARAO-MIL4,Exprimidor de Naranjas Azul Oscuro 13cm,0.0,PIEZA
1249,CO-EXNARD-MIL3,Exprimidor de Naranjas Dorado 10cm #3,0.0,PIEZA
1250,CO-EXNARD-MIL4,Exprimidor de Naranjas Dorado 13cm #4,0.0,PIEZA
1251,CO-EXNARM-MIL3,Exprimidor de Naranjas Morado 10cm #3,0.0,PIEZA
1252,CO-EXNARM-MIL4,Exprimidor de Naranjas Morado 13cm #4,1.0,PIEZA
1253,CO-EXNARR-MIL3,Exprimidor de Naranjas Rojo 10cm #3,0.0,PIEZA
1254,CO-EXNARR-MIL4,Exprimidor de Naranjas Rojo 13cm #4,0.0,PIEZA
1255,CO-EXNARV-MIL3,Exprimidor de Naranjas Verde 10cm #3,0.0,PIEZA
1256,CO-EXNARV-MIL4,Exprimidor de Naranjas Verde 13cm #4,0.0,PIEZA
1257,CO-EXNARVO-MIL3,Exprimidor de Naranjas Verde Oscuro 10cm,1.0,PIEZA
1258,CO-FF12,Batería Fraciel Fernanda 12pzas,0.0,JGO
1259,CO-FGP12,Batería Fraciel Germania Plus 12pzas,3.0,JGO
1260,CO-FRE1,Freidora Sencilla,0.0,PIEZA
1261,CO-FRE2,Freidora Doble,5.0,PIEZA
1262,CO-FRE2PL,Freidora Doble con Plancha 40cm,3.0,PIEZA
1263,CO-FRE3,Freidora Triple,2.0,PIEZA
1264,CO-FRE3PL,Freidora Triple con Plancha 40cm,1.0,PIEZA
1265,CO-FREPAR,Freidora Sencilla y Parrilla,5.0,PIEZA
1266,CO-FREPL80,Freidora con Plancha 80x40cm,2.0,PIEZA
1267,CO-GHW0008B,Juego de Ollas Delhi 8pzas,0.0,JGO
1268,CO-GHW0066MRA,Juego de Ollas Delhi 6pzas,0.0,JGO
1269,CO-GHW0888R,Cacerolas Menaje Delhi 8pzas,0.0,JGO
1270,CO-GHW2346B,Vaporeras Delhi16pzas,0.0,JGO
1271,CO-GHW2346R,Vaporeras Delhi Roja 16pzas,0.0,JGO
1272,CO-HDB601,Juego de Cuchillos 14pzas Hamilton Beach,0.0,JGO
1273,CO-HP-101,Sartén Multifunción 5 en 1 HandyPan,4.0,PIEZA
1274,CO-HS8,Jgo de Ollas Havana Sunrise 8pzas,0.0,JGO
1275,CO-HSMSMAA-3,Jgo Sartenes Cook Master Azul 3pzas,0.0,JGO
1276,CO-HSMSMAR-3,Jgo Sartenes Cook Master Rojo 3pzas,0.0,JGO
1277,CO-JV12,Batería JAZPER Victoria 12pzas,1.0,JGO
1278,CO-K8204,Batería Cook Master Gris/Azul 4pzas,0.0,JGO
1279,CO-K93011,Batería de Cocina COMILLAS Menta 8pzas,0.0,JGO
1280,CO-K93011RS,Batería de Cocina COMILLAS Rosa 8pzas,0.0,JGO
1281,CO-K97013,Juego de Arroceras 6pzas,2.0,JGO
1282,CO-KEO12S,Batería Kokken Frankfurt 12pzas,1.0,JGO
1283,CO-KEO14,Juego de Sartenes Kokken 3pzas,0.0,JGO
1284,CO-KEO14R,Juego de Sartenes Kokken Rojo 3pzas,0.0,JGO
1285,CO-KS007,Cuchillos de Acero Inoxidable 8pzas,0.0,JGO
1286,CO-KS200A,Cuchillos de Inox Azul 8pzas,4.0,JGO
1287,CO-KS200J,Cuchillos de Inox Jade 8pzas,2.0,JGO
1288,CO-KS200M,Cuchillos de Inox Morado 8pzas,5.0,JGO
1289,CO-KS200R,Cuchillos de Inox Rojos 8pzas,5.0,JGO
1290,CO-KS200RS,Cuchillos de Inox Rosa 8pzas,1.0,JGO
1291,CO-KS300,Cuchillos de Acero Inoxidable 9pzas,17.0,JGO
1292,CO-NARAN001,Exprimidor de Naranjas #5 Naranjero,1.0,PIEZA
1293,CO-PA13,Batería Perla Angie 13pzas,0.0,JGO
1294,CO-PA6,Juego de Sartenes Perla Alejandra 6pzas,2.0,JGO
1295,CO-PAP15,Batería Perla Alicia Plus 15pzas,1.0,JGO
1296,CO-PARCO80,Parrilla con Comal 80x40cm,3.0,PIEZA
1297,CO-PARME2,Parrilla de Mesa con 2 Quemadores,1.0,PIEZA
1298,CO-PARME2C,Parrilla de Mesa Cubierta con 2 Quemador,1.0,PIEZA
1299,CO-PARME3,Parrilla de Mesa con 3 Quemadores,0.0,PIEZA
1300,CO-PCJP6,Ollas Perla Cristal Jumbo Plus 6pzas,2.0,JGO
1301,CO-PCP13,Batería Perla Coral Plus 13pzas,2.0,JGO
1302,CO-PCP6,Jgo de Ollas Perla Cristal Plus 6pzas,0.0,JGO
1303,CO-PD12,Batería Perla Diamante 12pzas,0.0,JGO
1304,CO-PD6,Juego de Ollas Perla Daniela 6pzas,0.0,JGO
1305,CO-PDL13,Batería Perla Deluxe 13pzas,0.0,JGO
1306,CO-PDP6,Jgo de Ollas Perla Dulce Plus 6pzas,0.0,JGO
1307,CO-PE12,Batería Perla Esperanza 12pzas,0.0,JGO
1308,CO-PEP12,Batería Perla Esmeralda Plus 12pzas,0.0,JGO
1309,CO-PG8,Jgo de Ollas Perla Guadalupe 8pzas,0.0,JGO
1310,CO-PGC8,Jgo de Ollas Perla Guadalupe Cristal 8pz,0.0,JGO
1311,CO-PGL8,Juego de Ollas Perla Gloria 8pzas,0.0,JGO
1312,CO-PJ12,Batería Perla Julieta 12pzas,0.0,JGO
1313,CO-PJ14,Batería Perla Jazmín 14pzas,0.0,JGO
1314,CO-PM10,Juego de Ollas Perla Margarita10pzas,0.0,JGO
1315,CO-PM10J,Batería de Cocina 10pzas Jade/Negro,1.0,JGO
1316,CO-PM10M,Batería de Cocina 10pzas Negro/Amarillo,1.0,JGO
1317,CO-PM10N,Batería de Cocina 10pzas Negro/Jade,1.0,JGO
1318,CO-PM13,Batería Perla Milán 13pzas,2.0,JGO
1319,CO-PM3,Juego Cacerolas Perla Maribel 6pzas,3.0,JGO
1320,CO-PM6,Juego de Ollas Perla Michel 6pzas,1.0,JGO
1321,CO-PMJ12,Batería Perla Milan Jumbo 12pzas,1.0,JGO
1322,CO-PP10,Juego de Ollas Perla Paty 10pzas,0.0,JGO
1323,CO-PPP13,Batería Perla Premier Plus 13pzas,0.0,JGO
1324,CO-PS12,Batería Perla Sofia 12pzas,0.0,JGO
1325,CO-PS6,Batería Perla Sandy 6pzas,0.0,JGO
1326,CO-PSP6,Juego de Ollas Perla Sonia Plus 6pzas,0.0,JGO
1327,CO-PT13,Batería Perla Tania 13pzas,0.0,JGO
1328,CO-RK1595-AZ,Jgo Ollas de Zafiro Azul12pzas,0.0,JGO
1329,CO-RK1595-G,Jgo Ollas de Cerámica Guinda 12pzas,0.0,JGO
1330,CO-RK1595-GR,Jgo Ollas de Zafiro Gris 12pzas,0.0,JGO
1331,CO-RK1595-GZ,Jgo Ollas de Zafiro Guinda 12pzas,0.0,JGO
1332,CO-SAR056,Sartenes Kokken Madrid Rosa 3pzas,0.0,JGO
1333,CO-SAR056M,Sartenes Kokken Madrid Menta 3pzas,0.0,JGO
1334,CO-SAR056R,Sartenes Kokken Madrid Rojo 3pzas,3.0,JGO
1335,CO-SCS-3,Sartenes Segovia Guinda/Negro 3pzas,3.0,JGO
1336,CO-SDR-001,Escurridor de Trastes 44.3cm,0.0,PIEZA
1337,CO-SJ-215,Juego de Cuchillos Bambú 6pzas,4.0,JGO
1338,CO-SJ-217,Juego de Cuchillos 6pzas,6.0,JGO
1339,CO-SJ-234,Sartén de Hierro Fundido Cuadrado 26cm,0.0,PIEZA
1340,CO-SKJ002-05,Sartenes Jade Queen Sense 3pzas,0.0,JGO
1341,CO-SSBAT10A,Batería Swiss Silver Roja 10pzas,7.0,JGO
1342,CO-SSBAT6A,Arroceras Swiss Silver Roja 3pzas,3.0,JGO
1343,CO-SSFPA,Sartenes Swiss Silver Azul 3pzas,2.0,JGO
1344,CO-SSFPC,Sartenes Swiss Silver Cafe/Negro 3pzas,3.0,JGO
1345,CO-SSFPG,Sartenes Swiss Silver Gris/Azul 3pzas,4.0,JGO
1346,CO-SSFPGA,Sartenes Swiss Silver Guinda/Azul 3pzas,0.0,JGO
1347,CO-SSFPGN,Sartenes Swiss Silver Guinda/Negro 3pzas,0.0,JGO
1348,CO-SSFPM,Sartenes Swiss Silver Morado/Azul 3pzas,1.0,JGO
1349,CO-SWISS-CRISTAL,Batería d/Acero Inox Cristal 16pzas,0.0,JGO
1350,CO-TORMANE-23,Tortilladora Manual Negro 23cm,0.0,PIEZA
1351,CO-TORMAVE-23,Tortilladora Manual Verde 23cm,14.0,PIEZA
1352,CO-XMB43216,Batería de Acero Inox 16pzas Amercook,9.0,JGO
1353,CO-Z-LINE-T3L,Tetera de Acero Inoxidable 3.0L Roja,0.0,PIEZA
1354,CO-Z-LINE16,Batería de Acero Inox 16pzas Zurich,0.0,JGO
1357,C-CLP2SETN,Pinzas de Presión Quijada Curva 2pzas,0.0,JGO
1358,C-CTK148MP,Autocle Profesional 148pzas,0.0,JGO
1359,C-CX6RWS7,"Llaves con Matraca X6 STD, 7pzas",0.0,JGO
1360,C-R200SET2,"Set de Pinzas de Extensión 7"" y 10""",0.0,JGO
1363,DRT-ADVW2X2,Adaptador OBDII a VW 2x2,2.0,PIEZA
1364,DRT-INMO-GM,Información Inmovilizadores GM,1.0,PIEZA
1365,DRT-MT-PEU,Master Tool Peugeot,0.0,PIEZA
1366,DRT-MT-REN,Master Tool Renault,1.0,PIEZA
1367,DRT-MT-SEA,Master Tool Seat,1.0,PIEZA
1368,DRT-OSC2PC,Osciloscopio Automotriz PC 2 Canales,0.0,JGO
1371,DW235G,"Taladro 1/2"" 600W VVR",0.0,PIEZA
1374,155-N2P,Generador de Nitrógeno p/4 llantas,0.0,PIEZA
1377,DF-20/250,Clavos para Soldar 2.0mm 250pzas,0.0,PAQ
1380,27899/023,Juego de Sartenes Milán 3pzas,0.0,JGO
1381,36168,Probeta p/Laboratorio de Inyectores,0.0,PIEZA
1382,80064,Desarmadores Largos Torx Dual Material,0.0,JGO
1383,AB-AT84B-PE,Aro y Tapa CFE 84-B,0.0,PIEZA
1384,AB-BPC71-PE,Bolardo para Ciclovia 71cm,2.0,PIEZA
1385,AB-BTP-ACS-PE,Brocal p/Pozo de Visita Pesado ACS,0.0,PIEZA
1386,AB-BTP-CCS-PE,Brocal p/Pozo de Visita Pesado CCS,0.0,PIEZA
1387,AB-MTFO4060-PE,Marco y Tapa p/Fibra Óptica 40x60,0.0,PIEZA
1388,AB-REET-PE,Registro p/Energía Eléctrica y Telefonía,0.0,PIEZA
1389,AB-TRD4060-PE,Tapa para Registro Domiciliario,0.0,PIEZA
1390,AS-BTCFE84R-HG,Brocal y Tapa CFE 84-R 235Kg,0.0,PIEZA
1391,AVI-EHU-01,Extractor Universal Retenes del Housing,0.0,PIEZA
1392,AVI-KSCH1.8,Trabador para Chevrolet 1.6 y 1.8L,0.0,JGO
1393,CAR-NEG,Careta Electrónica para Soldar Negra,0.0,PIEZA
1394,CJ36,Probador de TPMS CJ36,0.0,PIEZA
1395,DOCO-3/8,"Doblador de Tubo de Cobre 3/8""",0.0,PIEZA
1396,ECO-105,Limpiador de Carburadores 530ml,0.0,PIEZA
1397,ECO-105-P,Limpiador de Carburadores 400ml,0.0,PIEZA
1398,ECO-107,Limpiador Presurizado p/Inyectores 540ml,0.0,PIEZA
1399,ECOMOTO-111,Limpiador de Sistema de Frenos 430ml,0.0,PIEZA
1400,ECOMOTO-115-P,Aflojatodo Multiusos 250ml,0.0,PIEZA
1401,ECOMOTO-116,Lubricante de Cadena 445ml,0.0,PIEZA
1402,ECOMOTO-116-P,Lubricante de Cadena 240ml,0.0,PIEZA
1403,GU-PIN-G,Guante de Caucho para Pintor G,2.0,PAR
1404,GUA-ELEC,Guante Blanco d/Cabra p/Electricista,0.0,PAR
1405,JA158780,Trabador para VAG VW Audi 1.9D/SDi/TDi,0.0,JGO
1406,L37906,Líquido para Prueba de Inyectores 1L,0.0,LITRO
1407,MASC-50,Mascarilla Protectora Desechable 50pzas,0.0,JGO
1408,MICR-BLA,"Microscopio Blanco 100X, 400X y 900X",0.0,JGO
1409,MON-10,Monocular Zoom 10X,0.0,PIEZA
1410,MULT-14,Multiherramientas 14 en 1,1.0,PIEZA
1411,MVTRAVEO,Trabador para Aveo,0.0,PIEZA
1412,NAV-175,Navaja Abatible Calaveras,0.0,PIEZA
1413,RIM-3B,Gato de Patín 3Ton Bajo Perfil,0.0,PIEZA
1414,RIM-AC4L,Aceite para Compresor 1L,1.0,PIEZA
1415,RIM-BMC04,Banco de Ruedas para Mecánico,0.0,PIEZA
1416,RIM-L2153,"Carrete Manual Aire/Agua 3/8""x15M",0.0,PIEZA
1417,TC2540,"Tornillo de Banco Ligero 4""",0.0,PIEZA
1418,VM2235,Compresor Vertical 2HP 235L Monofásico,0.0,PIEZA
1421,MGP-F,Mongoose Pro Ford,2.0,PIEZA
1424,ECO-103,Limpiador para Inyectores Boya 500ml,6.0,PIEZA
1425,ECO-106,Líquido de Frenos DOT3 280ml,13.0,PIEZA
1426,ECO-117,Anticongelante Listo para Usarse 1Lt,0.0,PIEZA
1427,ECO-201-D,Equipo p/Recarga de Aire Acondicionado,2.0,PIEZA
1428,ECOMOTO-105,Limpiador de Partes Metálicas 400ml,13.0,PIEZA
1429,ECOMOTO-115,Aflojatodo Multiusos 440ml,0.0,PIEZA
1430,ECOMOTO-123,Líquido de Frenos DOT4 LF4 280ml,2.0,PIEZA
1433,EUC-S8M,Scanner Multimarcas TabScan S8M,0.0,JGO
1436,EZLINEB1SW,Alineadora Láser para Camión,0.0,JGO
1439,F7S-D,Scanner para Vehiculos Pesados 24V,0.0,JGO
1440,F7S-G,Scanner F7S-G Gasolina y Diesel Lígero,0.0,JGO
1443,AB-4,"Abrazaderas Reforzadas Inox 3/8""-1-1/2""",0.0,PIEZA
1444,LLN-8L,"Llanta Neumática Eje Lateral 8""",1.0,PIEZA
1445,ME-10B,"Ménsula de Acero Blanca 8""x10""",1.0,PIEZA
1446,TAQ-3/8P,"Taquetes 3/8"" de Plástico 50pzas",8.0,PAQ
1449,BT100,Analizador de Baterias 12V,0.0,JGO
1450,BT705,Probador de Baterias y Sistema de Carga,0.0,JGO
1451,BT780,Analizador de Baterías c/Impresora,0.0,PIEZA
1452,NT1001,Lector y Activador de Sensores TPMS,0.0,PIEZA
1453,NT520PRO,Scanner Multisistema NT520 PRO,1.0,PIEZA
1454,NT644PROCABLE,Cable de Escaner de Sistemas PRO,0.0,PIEZA
1455,NT650 ELITE,Scanner NT650 Elite,0.0,JGO
1458,CASQ-F20,Casquillo d/Cobre p/Céspol 20cm,1.0,PIEZA
1459,CPVC-231,"Reducción Bushing CPVC 3/4"" x 1/2""",0.0,PIEZA
1460,CPVC-232,"Reducción Bushing CPVC 1"" x 1/2""",0.0,PIEZA
1461,CPVC-261,"Cople CPVC 1/2""",0.0,PIEZA
1462,CPVC-262,"Cople CPVC 3/4""",0.0,PIEZA
1463,CPVC-361,"Tapón CPVC 1/2""",0.0,PIEZA
1464,CPVC-362,"Tapón CPVC 3/4""",0.0,PIEZA
1465,PAGA-2N,"Parrilla para Gas, 2 Quemadores Negro",1.0,PIEZA
1468,BV0002,Extractor de Aceite Roby VAC Pro Negro,0.0,PIEZA
1469,BV0003,Extractor de Aceite Neumático Roby Vac P,0.0,PIEZA
1470,ER2202,Recibidor de Aceite 90L,0.0,PIEZA
1473,129D,"Probador de Circuitos, Bajo Voltaje",0.0,PIEZA
1474,161D,Calibrador de Lainas Deluxe,0.0,PIEZA
1475,162D,Calibrador de Lainas 15pzas,0.0,PIEZA
1476,163D,Calibrador para Levanta Válvulas,0.0,PIEZA
1477,2010D,"Llave para Filtro d/Aceite 4"" a 4-3/8""",0.0,PIEZA
1478,202D,Extractor de Terminal de Batería,0.0,PIEZA
1479,2031DD,Cortador de Tubo de Escape,0.0,PIEZA
1480,2078D,Compresor p/Resortes d/Válvula Universal,0.0,PIEZA
1481,2123D,Escariador para Inserto de Bujía 14mm,6.0,PIEZA
1482,2125D,Kit Reparador d/Cilindros de Cabeza 14mm,0.0,JGO
1483,221060GR,"Extensión Vortex 1/4"" x 3""",2.0,PIEZA
1484,221080GR,"Extensión Vortex 1/4"" x 6""",3.0,PIEZA
1485,2289D,Extractor de Brazo Pitman,1.0,PIEZA
1486,2310D,"Cepillo Curvo de Alambre 14""",1.0,PIEZA
1487,2311D,"Cepillo de Alambre 10""",0.0,PIEZA
1488,2322D,"Llave Quita Filtro Uso Rudo 5-3/4""",0.0,PIEZA
1489,2521D,Comprobador Vacío p/Bomba de Gasolina,0.0,PIEZA
1490,2524D,Detector de Corto Circuito,0.0,JGO
1491,2647D,Probador de Continuidad de Circuitos,0.0,PIEZA
1492,2649D,Probador de Circuitos y Bujias,0.0,PIEZA
1493,2756D,Comprobador para Sistema de Ignición HEI,0.0,PIEZA
1494,2774D,Herramienta para Resorte de Frenos,0.0,PIEZA
1495,2833D,Rectificador de Cilindros de Motor,0.0,PIEZA
1496,2991D,"Llave de Filtro de Aceite 3-3/4""",4.0,PIEZA
1497,3029,Bruñidor de Cilindros d/Motor y Frenos,0.0,JGO
1498,31430,Set para Remover e Insertar Bujes 9pzas,1.0,JGO
1499,3149,"Llave de Correa Quita Filtros de 1/2""",0.0,PIEZA
1500,3161D,"Dado para Eje Frontal 1/2"" x 30mm",0.0,PIEZA
1501,3162D,"Dado 1/2"" para Ejes GM 36mm",0.0,PIEZA
1502,3191D,Llave de Apriete para Junta Homocinética,2.0,PIEZA
1503,3246D,"Dado 1/2"" 4L para Flecha DANA de 4WD",0.0,PIEZA
1504,3288D,Llave Universal p/Filtro de Aceite,0.0,PIEZA
1505,3290D,Desconector de Líneas A/C y Combustible,0.0,PIEZA
1506,3293D,Medidor de Espacio para Bujias,0.0,PIEZA
1507,3367,Llave para Terminal Lateral de Batería,0.0,PIEZA
1508,3376D,Separador de Balatas de Freno de Disco,0.0,PIEZA
1509,3379D,Reparador de Cuerdas de Bujía 14mm,0.0,PIEZA
1510,3467,Kit Master Medir Presión Fuel Injection,1.0,JGO
1511,3468,Probador de Compresión p/Diesel 4pzas,4.0,JGO
1512,3472,Kit de Servicio para Polea  y Fan Clutch,0.0,JGO
1513,3525D,Separador de Balatas de Uso Pesado,0.0,PIEZA
1514,3529D,Llave de Correa Quita Filtro de Uso Rudo,0.0,PIEZA
1515,3561,Extractor Reversible 2ton 2 y 3 Quijadas,0.0,PIEZA
1516,3591D,Martillo de Inercia Deslizante 5-1/2Lb,0.0,PIEZA
1517,3702D,Set de Pinzas para Grapas de Anillo 2pza,1.0,JGO
1518,3774D,Micrómetro Digital para Frenos 150mm,0.0,PIEZA
1519,3790D,"Adaptador Redondo Universal 4-1/8""",1.0,PIEZA
1520,3791,Pinzas para Presionar Mangueras Pequeñas,2.0,PIEZA
1521,3792D,"Pinza para Ahorcar Mangueras 1-1/4""",1.0,PIEZA
1522,3793,"Pinza para Ahorcar Mangueras 2-1/2""",2.0,PIEZA
1523,380,Opresor de Resortes de Válvula,0.0,JGO
1524,385D,Opresor de Resortes de Válvula,0.0,JGO
1525,3862D,Llave para Filtro de Aceite 14ptas 76mm,0.0,PIEZA
1526,3870D,Set de Dados Magnéticos p/Drenar Aceite,0.0,JGO
1527,3888D,Pinzas para Pasador 80°,2.0,PIEZA
1528,3919D,"Dado de Emisor de Aceite 1-3/16""x1/2""",9.0,PIEZA
1529,3921D,"Dado para Sensor Térmico 1/2""x1-1/16""",9.0,PIEZA
1530,3925D,"Dado Corto para Sensor de Oxigeno 3/8""",0.0,PIEZA
1531,3927D,"Dado para Bujía Articulado 5/8"" x 4""",0.0,PIEZA
1532,3929D,"Dado para Bujía Articulado 5/8"" x 11""",0.0,PIEZA
1533,3930D,"Dado para Bujía Articulado 13/16"" x 6""",0.0,PIEZA
1534,3950,Kit para Clutch Ford PowerStroke 6.0L,0.0,JGO
1535,3955,Pinza para Abrazaderas de Guardapolvo,0.0,PIEZA
1536,3975D,Pinzas para Abrazaderas tipo Corbin,0.0,PIEZA
1537,3976D,Pinza p/Abrazaderas de Manguera Recta,0.0,PIEZA
1538,3977,Pinza Angular p/Abrazaderas de Manguera,0.0,PIEZA
1539,41500,Desconectores de Línea de Comb. y Transm,0.0,JGO
1540,41520,Set de Servicio para Frenos,0.0,JGO
1541,41540,Kit de Caliper para Frenos Traseros,0.0,JGO
1542,41690,Kit de Servicio parte Frontal 5pzas,0.0,JGO
1543,41700D,Extractor de Martillo Deslizante,0.0,JGO
1544,41720,Set Maestro de Dados para Sensores 8pzas,0.0,JGO
1545,41840D,Juego de Pinzas para Grapas 30° y 80°,0.0,JGO
1546,41850,Set de Pinzas de Perno Insertable,1.0,JGO
1547,730D,Reparador d/Cuerdas d/Bujias 14 y 18mm,0.0,PIEZA
1548,80066,Juego Desarmadores Dual Material 20pzas,0.0,JGO
1549,80184,"Dado con Punta Torx d/Seguridad 1/4""xT27",0.0,PIEZA
1550,80191,"Dado Largo Torx Externo 1/4""xE4",0.0,PIEZA
1551,80505,"Dado 3/8"" 12ptas 13/16""",0.0,PIEZA
1552,80546,"Dado Bujia 3/8"" 6Ptas 5/8"" giratoria 6""",0.0,PIEZA
1553,80550,"Juego de Dados y Matraca 3/8"" 57pzas",0.0,JGO
1554,80574,"Dados con Punta Bola Hexagonal 3/8"" 7pz",0.0,JGO
1555,80576,"Dados 1/4"" y 3/8"" 6ptas 12mm 10pzas",0.0,JGO
1556,80709,"Juego de Dados y Matraca 1/2"" 28pzas",0.0,JGO
1557,80932,Set de Herramientas Mecánicas 165 Pzas,0.0,JGO
1558,80942,Set de Herramientas Mecánicas 239 Pzas,0.0,JGO
1559,81011F,"Matraca 1/4"" Cabeza de Pera 84 Dientes",0.0,PIEZA
1560,81027,"Matraca Cardán (Gimbal) 1/4"" 72 Dientes",0.0,PIEZA
1561,81127,"Adaptador 1/4""H x 3/8""M",9.0,PIEZA
1562,81200D,"Juego de Extensiones 3/8"" 4pzas",0.0,JGO
1563,81206F,"Set de Matracas 1/4"", 3/8"" y 1/2""",0.0,JGO
1564,81206T,"Matracas 1/4"", 3/8"" y 1/2"" 90 Dientes",0.0,JGO
1565,81209F,"Matraca Stubby 3/8"" 84 dientes",0.0,PIEZA
1566,81209T,"Matraca Stubby 3/8"" 84 Dientes",0.0,PIEZA
1567,81211F,"Matraca Pulida Cabeza de Pera 3/8""",0.0,PIEZA
1568,81212F,"Matraca Flexible Stubby 3/8""",0.0,PIEZA
1569,81221,"Maneral Flexible 3/8"" x 12""",0.0,PIEZA
1570,81229,"Herramientas para Bujías 3/8"" 3pzas",0.0,JGO
1571,81235,Set Herramientas Magnéticas 9pzas,0.0,JGO
1572,81249,"Extensión Oscilante 3/8"" x 12""",0.0,PIEZA
1573,81259,"Adaptador Magnético 3/8""H x 1/4""M",10.0,PIEZA
1574,81277,"Adaptador 3/8""H x 1/4""M",8.0,PIEZA
1575,81300,"Jgo. de Extensiones de 1/2""",0.0,JGO
1576,81307,"Maneral c/Cabeza Flexible 1/2"" x 15""",0.0,PIEZA
1577,81310,Matraca Cabeza de Pera 3pzas,0.0,JGO
1578,81312,"Berbiquí 1/2"" x 19""",0.0,PIEZA
1579,81354,"Adaptador 1/2""H x 3/8""M",0.0,PIEZA
1580,81362,"Matraca con Cabeza Flexible 1/2"" 84D 17""",0.0,PIEZA
1581,81659,"Llave Combinada Extra Larga 11/16""",1.0,JGO
1582,81799,"Llave Española Pulida 3/8"" x 7/16""",1.0,PIEZA
1583,81908,"Llaves 3/8"" Pata de Cuervo STD 11pzas",0.0,JGO
1584,81909,"Set Llaves 3/8"" Pata de Cuervo MM 10pzas",0.0,JGO
1585,81910,Llaves Abocinadas Cabeza Flexible STD 5p,0.0,JGO
1586,81911D,Llaves Abocinadas Cabeza Flexible MM 6pz,0.0,JGO
1587,81919,Set de Llaves Combinadas Largas 44pzas,0.0,JGO
1588,82004,"Mini Pinza de Punta Plana 5-1/4""",0.0,PIEZA
1589,82017,"Pinza Double-X  para Mangueras de 5/16""",0.0,PIEZA
1590,82019,"Pinza Double-X  para Mangueras de 3/4""",0.0,PIEZA
1591,82734,Juego de Desarmadores 8pzas,0.0,JGO
1592,82804,"Adaptador Hembra para Extensión 3/8""",3.0,PIEZA
1593,83132,Linterna LED de Aluminio,0.0,PIEZA
1594,84060,Kit de Panel de Puerta 4pzas,0.0,JGO
1595,84061,"Extractor de Panel de Puerta 20""",6.0,PIEZA
1596,84063,Extractor de Panel de Puerta de Cuadro,0.0,PIEZA
1597,84064,Removedor en V para Panel de Puerta,2.0,PIEZA
1598,84065,Extractor de Molduras en V,3.0,PIEZA
1599,84070,Juego de Raspadores 2pzas,2.0,JGO
1600,84080,Juego de Raspadores 4pzas,0.0,JGO
1601,84887,"Adaptador de Impacto 3/4""H x 1""M",0.0,PIEZA
1602,84903,"Jgo de Dados de Impacto 1/4"" 6Ptas 71pza",0.0,JGO
1603,84915N,"Dados de Impacto Largos 3/8"" STD 8pzas",0.0,JGO
1604,85210D,Jgo Llaves de Estría c/Matraca 13pzas,0.0,JGO
1605,85299,"Llaves en ""S"" con Matraca Doble MM",1.0,JGO
1606,85578,"Llave Combinada con Matraca 9/16""",0.0,PIEZA
1607,85582,"Llave Combinada con Matraca 11/16""",0.0,PIEZA
1608,85599,Llaves Combinadas con Matraca STD 8pzas,0.0,JGO
1609,86406,Llave Combinada c/Matraca 120XP 6mm,5.0,PIEZA
1610,86408,Llave Combinada c/Matraca 120XP 8mm,0.0,PIEZA
1611,86409,Llave Combinada c/Matraca 120XP 9mm,3.0,PIEZA
1612,86410,Llave Combinada c/Matraca 120XP 10mm,0.0,PIEZA
1613,86411,Llave Combinada c/Matraca 120XP 11mm,0.0,PIEZA
1614,86412,Llave Combinada c/Matraca 120XP 12mm,0.0,PIEZA
